data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4627291,356,IND32648,32648,"26 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)",,7,57,"Southern Asia",India,"Jammu and Kashmir",Pulwama,Pulwama,Belau,33.8333,74.8626,1,"Kashmir Times (India)",Subnational,"On 26 Jun, unidentified militants assaulted two SPOs in Belau village (Pulwama, J&K).",0,1552576479,IND
4627292,356,IND32651,32651,"26 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,Gujarat,"Banas Kantha",Tharad,Tharad,24.3959,71.6257,1,"The Tribune",Subnational,"On June 26, two people (including one differently abled person) were attacked by a mob that suspected them of being child-lifters in Tharad village (Banas Kantha, Gujarat). They were brought to a hospital for their injuries.",0,1552576479,IND
4627293,356,IND32653,32653,"26 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,Gujarat,Ahmedabad,Ahmedabad,Ahmedabad,23.0257,72.5872,1,"The Tribune",Subnational,"On June 26, a group of 4 woman were attacked by a mob under suspicion of being child-lifters with sticks and stone pelting in the Vadaj area of Ahmedabad city (Ahmedabad, Gujarat). 1 woman was killed and the others badly injured.",1,1552576479,IND
4627294,356,IND32654,32654,"26 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,Gujarat,Surat,Surat,Surat,21.1959,72.8302,1,"The Tribune",Subnational,"On June 26, a woman was attacked and brought to police by a mob suspecting her of being a child-lifter in Surat city (Surat, Gujarat).",0,1552576479,IND
4627295,356,IND32655,32655,"26 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,Gujarat,Vadodara,Vadodara,Vadodara,22.2994,73.2081,1,"The Tribune",Subnational,"On June 26, two women sitting outside a school gate were attacked and brought to police by a mob that suspected them of being child-lifters in Vadodara city (Vadodara, Gujarat).",0,1552576479,IND
4627296,356,IND32657,32657,"26 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,"Madhya Pradesh",Singrauli,Singrauli,Singrauli,24.1991,82.6639,2,"The Tribune",Subnational,"On June 26, a man was attacked by a mob suspicious of him being a child-lifter in Singrauli district (Singrauli, MP).",0,1552576479,IND
4627267,356,IND32540,32540,"26 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)","Civilians (India); Government of India (2014-)",1,15,"Southern Asia",India,"NCT of Delhi","East Delhi",,Delhi-Trilokpuri,28.6033,77.3079,1,"The Times of India (TOI)",National,"On June 26, police dispersed a crowd pelting stones at a team of BSES officials checing for illegal power connections in New Ashok Nagar in Delhi-Trilokpuri (East Delhi, NCT of Delhi) using tear gas. No major injuries reported.",0,1552576479,IND
4627142,275,PSE3241,3241,"26 June 2018",2018,1,Riots,"Mob violence","Military Forces of Israel (2009-)","Settlers (Israel)",8,"Rioters (Palestine)","Refugees/IDPs (Palestine)",5,58,"Middle East",Palestine,"West Bank",Nablus,,Balata,32.2121,35.2856,1,"Jordan News Agency (Petra); Palestinian News & Information Agency (WAFA)",National-Regional,"At least 50 Palestinians were injured by Israeli fire during clashes that broke out between Palestinians and Israeli forces after hundreds of Israeli settlers came to pray at ""Joseph's Tomb"" in Balata on June 26. Israeli forces raided Balata refugee camp and arrested 7 Palestinians.",0,1552576479,PSE
4627145,275,PSE3244,3244,"26 June 2018",2018,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Nablus,,Nablus,32.2211,35.2544,1,"Palestine News & Information Agency (WAFA)",National,"Clashes broke out in Nablus between locals and Israeli forces as Israeli forces raided the city to make arrests from earlier clashes on June 26. A number of Palestinians were injured.",0,1552576479,PSE
4627473,586,PAK42160,42160,"25 June 2018",2018,1,Riots,"Mob violence","Rioters (Pakistan)","Sohbatpur Communal Group (Pakistan)",5,"Rioters (Pakistan)","Sohbatpur Communal Group (Pakistan)",5,55,"Southern Asia",Pakistan,Balochistan,Jaffarabad,Gandakha,Sohbatpur,28.5204,68.543,2,"The Balochistan Times (AsiaNet)",Subnational,"Two groups in Sohbatpur area, Jaffarabad District of Balochistan clashed over an irrigation water dispute on June 25. 7 people were injured with sticks and stones.",0,1552576479,PAK
4627643,800,UGA5130,5130,"25 June 2018",2018,1,Riots,"Mob violence","Rioters (Uganda)","Government of Uganda (1986-)",5,"Civilians (Uganda)","Journalists (Uganda)",7,57,"Eastern Africa",Uganda,Kabale,"Kabale Municipality","Kabale Northern Division",Kabale,-1.2483,29.9897,1,"Chimp Reports",National,"On 25 June, the Kabale district chairperson attacked and beat a journalist at the Voice of Kigezi offices in Kabale town. The chairperson was angry because the journalist had reported unfavourably on a district meeting.",0,1552576479,UGA
4627924,516,NAM694,694,"24 June 2018",2018,1,Riots,"Mob violence","Rioters (Namibia)","Vigilante Group (Namibia)",5,"Civilians (Namibia)",,7,57,"Southern Africa",Namibia,Khomas,Wanaheda,,Wanaheda,-22.5186,17.0368,1,"Namibian Sun",National,"On 24 June, a mob in Wanaheda caught a man who was stealing a generator and beat him up before taking him to the nearest police station. The man eventually passed away in the 24th June.",1,1552576480,NAM
4627895,792,TUR6026,6026,"24 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Istanbul,Esenler,,Esenler,41.0435,28.8762,2,Bianet,National,"A group of rioters attacked the HDP's district HQ shortly after the voting period ended in Esenler district of Istanbul province on Sunday, 24 June 2018.",0,1552576480,TUR
4627896,792,TUR6027,6027,"24 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Istanbul,Sultanbeyli,,Sultanbeyli,40.9656,29.27,2,Bianet,National,"A group of rioters attacked the HDP's district HQ shortly after the voting period ended in Sultanbeyli district of Istanbul province on Sunday, 24 June 2018.",0,1552576480,TUR
4627897,792,TUR6028,6028,"24 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Istanbul,Umraniye,,Umraniye,41.0164,29.1248,2,Bianet,National,"A group of rioters attacked the HDP's district HQ shortly after the voting period ended in Umraniye district of Istanbul province on Sunday, 24 June 2018.",0,1552576480,TUR
4627898,792,TUR6029,6029,"24 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Ankara,Kecioren,,Kecioren,40.0067,32.8562,2,Bianet,National,"A group of rioters attacked the HDP's district HQ shortly after the voting period ended in Kecioren district of Ankara province on Sunday, 24 June 2018.",0,1552576480,TUR
4627899,792,TUR6030,6030,"24 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Istanbul,Sisli,,Sisli,41.0605,28.9872,2,TIHV,National,"A group of rioters broke into the HDP's election office in Sisli district of Istanbul province, causing material damage on Sunday, 24 June 2018.",0,1552576480,TUR
4627900,792,TUR6031,6031,"24 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Istanbul,Esenyurt,,Esenyurt,41.027,28.6773,2,TIHV,National,"A group of rioters broke into the HDP's election office in Esenyurt district of Istanbul province, causing material damage on Sunday, 24 June 2018.",0,1552576480,TUR
4627871,384,CDI1736,1736,"24 June 2018",2018,1,Riots,"Mob violence","Rioters (Ivory Coast)",,5,"Rioters (Ivory Coast)",,5,55,"Western Africa","Ivory Coast","District Autonome D'Abidjan",Abidjan,Abidjan,Abidjan,5.3411,-4.0281,1,Fratmat.info,National,"On 24 June, clashes took place between candidates' supporters in Abidjan: several people were wounded.",0,1552576479,CIV
4627807,792,TUR6033,6033,"24 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)","AKP: Justice and Development Party; Police Forces of Turkey (2016-)",5,"Rioters (Turkey)","CHP: Republican Peoples Party",5,55,"Middle East",Turkey,Kocaeli,Izmit,,Izmit,40.7639,29.9417,2,Bianet,National,"AKP and CHP members clashed following the CHP claim that the results were not fully disclosed in Izmit district of Kocaeli province on Sunday, 24 June 2018. Turkish Police Forces threw pepper spray inside the CHP's district HQ during the clash.",0,1552576479,TUR
4628019,356,IND32238,32238,"23 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Military Forces of India (2014-) Rashtriya Rifles","Police Forces of India (2014-) Special Operations Group",1,15,"Southern Asia",India,"Jammu and Kashmir",Bandipora,Sonawari,Hajan,34.299,74.6168,1,"Kashmir Observer",Subnational,"On 23 Jun, clashes erupted between villagers and government forces (Rashtriya Rifles and police SOG) in Hajan village (Bandipora, J&K), as they conducted a CASO in the area.",0,1552576480,IND
4628079,586,PAK42111,42111,"23 June 2018",2018,1,Riots,"Mob violence","Rioters (Pakistan)","ANP: Awami National Party",5,"Rioters (Pakistan)","PTI: Pakistan Tehreek-i-Insaf",5,55,"Southern Asia",Pakistan,"Khyber Pakhtunkhwa",Swabi,Swabi,Tarakai,34.188,72.3253,1,"Dawn (Pakistan)",National,"ANP and PTI workers clashed in Tarakai village, Swabi tehsil/district, KP Province, on June 22 after ANP supporters tried to stop PTI supporters from having a meeting. PTI workers manhandled an ANP worker and opened fire; a passerby was killed, while the ANP worker was injured.",1,1552576480,PAK
4628055,566,NIG12585,12585,"23 June 2018",2018,1,Riots,"Mob violence","Rioters (Nigeria)","APC: All Progressives Congress",5,"Rioters (Nigeria)","APC: All Progressives Congress",5,55,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Abuja,9.0833,7.5333,1,"Vanguard (Lagos)",National,"23 June. Two groups of APC adherents clash in Abuja after one group is denied entry to a political meeting.",0,1552576480,NGA
4628315,356,IND32368,32368,"22 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Anantnag,Anantnag,Anantnag,33.73,75.15,2,"UNI (United News of India)",National,"On 22 Jun, rioters clashed with police during riots across Anantnag district in response to a battle taking place between security forces and IS in the district. Several rioters and security personnel were injured.",0,1552576480,IND
4628373,586,PAK42117,42117,"22 June 2018",2018,1,Riots,"Mob violence","Rioters (Pakistan)",,5,"Police Forces of Pakistan (2013-2018)",,1,15,"Southern Asia",Pakistan,Punjab,Bahawalpur,Bahawalpur,"Basti Salan",29.4286,71.7149,1,"Dawn (Pakistan)",National,"Villagers in Basti Salan, Bahawalpur, Punjab Province surrounded police to prevent them from investigating a potential liquor smuggler. The police shot the suspect; the rioting villagers took the police hostage over the killings and they suffered injuries.",1,1552576480,PAK
4628433,792,TUR6022,6022,"22 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Eskisehir,Odunpazari,,Odunpazari,39.6868,30.5713,2,TIHV,National,"A group of rioters attacked the HDP's campaign vehicle in Odunpazari district of Eskisehir province on Friday, 22 June 2018.",0,1552576480,TUR
4628426,566,NIG12595,12595,"22 June 2018",2018,2,Riots,"Mob violence","Police Forces of Nigeria (2015-)",,1,"Rioters (Nigeria)","Vigilante Group (Nigeria)",5,15,"Western Africa",Nigeria,Ebonyi,"Afikpo South",,Amoso,5.8085,7.8508,1,"Nigeria Punch",National,"22 June, on or before. Possibly believing them to be kidnappers, a vigilante youth group attacked a group of police officers in Amoso. Four injuries reported.",0,1552576480,NGA
5080949,196,CYP35,35,"22 June 2018",2018,1,Riots,"Mob violence","Rioters (Greece)","XA: Golden Dawn; Labour Group (Cyprus)",5,"Rioters (Greece)","KKE: Communist Party of Greece; Labour Group (Greece)",5,55,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,2,Haravgi,National,"On June 22 2018, Golden Dawn supporters working in construction near Limassol beat and threatened the life of one of their colleagues, who is a Communist Party of Greece (KKE) member, in grievances relating to their work conditions. All involved are Greek citizens.",0,1553853271,CYP
4628675,356,IND32429,32429,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)","Hindu Group (India)",7,57,"Southern Asia",India,Gujarat,Jamnagar,Okhamandal,Okha,22.4675,69.07,1,"The Times of India (TOI)",National,"On June 22, a mob attacked two men speaking Hindi and begging outside of the railway station in Okha town (Jamnagar, Gujarat) on suspicion of they're being child-lifters.",0,1552576480,IND
4628546,404,KEN6343,6343,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (Kenya)",,5,"Police Forces of Kenya (2013-)",,1,15,"Eastern Africa",Kenya,Nairobi,Kibra,Lindi,Kibera,-1.3117,36.7891,1,"Kenya Star",National,"21 June. Police fire tear gas at residents during a forced eviction in Kibera. The tear gas was implemented after the police experienced resistance from residents.",0,1552576480,KEN
4628547,404,KEN6344,6344,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",5,"Civilians (Kenya)",,7,57,"Eastern Africa",Kenya,"Homa Bay","Suba South",Gwassi,Kitawa,-0.6823,34.052,1,"The Star",National,"21 June. At least one injury and 17 houses destroyed after claims of witchcraft in Mwikongo, Kisaku and Kitawa villages in Kisaku sub-location. Police later made 7 arrests.",0,1552576480,KEN
4628548,404,KEN6345,6345,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",5,"Civilians (Kenya)",,7,57,"Eastern Africa",Kenya,"Homa Bay","Suba South",Gwassi,Nyandiwa,-0.7226,34.0591,2,"The Star",National,"21 June. At least one injury and 17 houses destroyed after claims of witchcraft in Mwikongo, Kisaku and Kitawa villages in Kisaku sub-location. Police later made 7 arrests.",0,1552576480,KEN
4628549,404,KEN6346,6346,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",5,"Civilians (Kenya)",,7,57,"Eastern Africa",Kenya,"Homa Bay","Suba South",Gwassi,Magunga,-0.6888,34.1505,2,"The Star",National,"21 June. At least one injury and 17 houses destroyed after claims of witchcraft in Mwikongo, Kisaku and Kitawa villages in Kisaku sub-location. Police later made 7 arrests.",0,1552576480,KEN
4628657,834,TAZ739,739,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (Tanzania)","Vigilante Group (Tanzania)",5,"Civilians (Tanzania)","Government of Tanzania (1964-)",7,57,"Eastern Africa",Tanzania,Tabora,"Tabora Urban",Mbugani,Tabora,-5.0167,32.8,1,"The Citizen",Regional,"On June 21, the car of the executive secretary of the National Examinations Council of Tanzania (Necta) killed a person in Tabora. An angry mob gathered and beat up the executive secretary in the street. He managed to escape his lynching.",0,1552576480,TZA
4628567,275,PSE2157,2157,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Middle East",Palestine,"West Bank",Nablus,,Burqah,32.3018,35.1926,1,"Palestine News & Information Agency (WAFA)",National,"A Palestinian woman was injured on June 21 after Israeli settlers attacked her with stones. The settlers also set fire to trees in the area.",0,1552576480,PSE
4628679,792,TUR6015,6015,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","Iyi Party",7,57,"Middle East",Turkey,Amasya,Amasya,,Amasya,40.6533,35.8331,3,TIHV,National,"A group of rioters attacked the Iyi Party's campaign booth in Amasya province on Thursday, 21 June 2018.",0,1552576480,TUR
4628680,792,TUR6016,6016,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Manisa,Manisa,,Manisa,38.612,27.4265,3,TIHV,National,"A group of rioters attacked the HDP's campaign vehicle in Manisa province on Thursday, 21 June 2018.",0,1552576480,TUR
4628633,792,TUR6018,6018,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)",,7,57,"Middle East",Turkey,Van,Van,,Van,38.4946,43.3832,3,TIHV,National,"4 women were severely beaten by unidentified persons for telling them to stop taking down the HDP's leader's posters in Van province on Thursday, 21 June 2018.",0,1552576480,TUR
4628691,792,TUR6019,6019,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","Yesil Sol Parti: Green Left Party",7,57,"Middle East",Turkey,Izmir,Bayrakli,,Bayrakli,38.4204,27.1477,2,TIHV,National,"20 rioters attacked the campaign booth of the Green Left Parti, injuring 2 members in Bayrakli district of Izmir province on Thursday, 21 June 2018.",0,1552576480,TUR
4628677,356,IND32647,32647,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)","Dalit Caste Group (India)",7,57,"Southern Asia",India,"Madhya Pradesh",Tikamgarh,Tikamgarh,Tikamgarh,24.7432,78.833,2,"The Tribune",Subnational,"On June 21, a Dalit man was attacked and abused by a mob of 5 people for riding his motorcycle in front of a sarpanch's house in Tikamgarh district (Tikamgarh, MP).",0,1552576480,IND
4628692,710,SAF9948,9948,"21 June 2018",2018,1,Riots,"Mob violence","Rioters (South Africa)",,5,"Civilians (South Africa)","SACP: South African Communist Party",7,57,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town",Khayelitsha,-34.0393,18.6792,1,News24,National,"On 21 June, the South African Communist Party encouraged a Khayelitsha ward councillor to open a case against angry residents who torched and looted his house, after promises to electrify their homes never materialised.",0,1552576480,ZAF
4628565,275,PSE2155,2155,"21 June 2018",2018,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Jenin,,"Bartaah ash Shariqiyah",32.473,35.0936,1,"Ma'an News Agency",National,"Several Palestinians were injured in clashes that broke out with Israeli forces in Barta on June 21 following a home demolition in the village.",0,1552576480,PSE
4628566,275,PSE2156,2156,"21 June 2018",2018,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Bethlehem,,"Bayt Fajjar",31.6244,35.1546,1,"Palestine News & Information Agency (WAFA)",National,"Clashes broke out between Israeli forces and Palestinians in Bayt Fajjar after a number of houses were raided on June 21. Five youth were hit in the feet with live fire.",0,1552576480,PSE
4628779,710,SAF9946,9946,"20 June 2018",2018,1,Riots,"Mob violence","Rioters (South Africa)",,5,"Civilians (South Africa)",,7,57,"Southern Africa","South Africa",Limpopo,Waterberg,Thabazimbi,Thabazimbi,-24.5917,27.4116,2,"Sowetan (South Africa)",National,"On 20 June, two paramedics and five truck drivers are in hospital after they were assaulted by protesters near Thabazimbi in Limpopo.",0,1552576480,ZAF
4628718,180,DRC12624,12624,"20 June 2018",2018,1,Riots,"Mob violence","Police Forces of Democratic Republic of Congo (2001-2019)",,1,"Rioters (Democratic Republic of Congo)","Vigilante Group (Democratic Republic of Congo)",5,15,"Middle Africa","Democratic Republic of Congo",Haut-Lomami,Kaniama,Kaniama,Muleba,-8.5845,23.9082,1,"Radio Okapi",Subnational,"On June 20, a member of the police got into a dispute with some people on the board of the SNCC train, in Muleba, firing shots after the altercation. 2 people were the targets of lost bullets and died. After the incident, the population of Muleba gathered and burned him alive, and fled the village after in fear of reprisals.",1,1552576480,COD
4629049,356,IND32251,32251,"19 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Rioters (India)",,5,55,"Southern Asia",India,"Madhya Pradesh",Khandwa,Khandwa,Sihada,21.8787,76.3946,1,"The Times of India (TOI)",National,"On June 19, Sihada Village in Khandwa Tehsil (East Nimar, Madhya Pradesh), two groups attacked each other with stones and damaged public property all over a communal dispute, before police gained control of the situation.",0,1552576481,IND
4629050,356,IND32252,32252,"19 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Odisha,Bhadrak,Basudebpur,Lunga,21.0736,86.7121,1,"The Pioneer (India)",National,"On June 19, in Lunga Village in Basudevpur Tehsil (Bhadrak, Odisha), locals of the village attacked Inspector-in-Charge of Basudevpur over a previous incident and he sustained critical injuries. The locals also damaged a police van.",0,1552576481,IND
4629053,356,IND32304,32304,"19 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","NSUI: National Students Union of India; Students (India)",5,"Rioters (India)","NSUI: National Students Union of India; Students (India)",5,55,"Southern Asia",India,Gujarat,Vadodara,Vadodara,Vadodara,22.2994,73.2081,1,"The Times of India (TOI)",National,"On June 19, in Vadodara (Vadodara, Gujarat), two factions of National Students Union of India (NSUI) clashed with one another over a dispute related to fielding NSUI's candidate for the post of faculty general secretary for the Faculty of Commerce ahead of the forthcoming MSU Students Union (MSUSU) elections. The number of injuries was not reported.",0,1552576481,IND
4629062,356,IND32323,32323,"19 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Gujarat,Vadodara,Vadodara,Vadodara,22.2994,73.2081,1,"The Times of India (TOI)",National,"On June 19, in Vadodara (Vadodara, Gujarat), rioting locals of two different communities pelted stones at each other. Eventually the police intervened with teargas and lathicharge. There were multiple injuries reported.",0,1552576481,IND
4629064,356,IND32328,32328,"19 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","Thakur Caste Group (India); Dalit Caste Group (India)",5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Uttar Pradesh",Ghazipur,Ghazipur,Ghazipur,25.5833,83.5852,2,"Indian Express",National,"On June 19, members of the Dalit and Thakur communities clashed in Nawali village in Ghazipur district (Ghazipur, UP) over pending bills during which 5 were injured and 2 shops were vandalised. The police intervened and dispersed the rioters.",0,1552576481,IND
4629118,586,PAK42051,42051,"19 June 2018",2018,1,Riots,"Mob violence","Rioters (Pakistan)",,5,"Rioters (Pakistan)",,5,55,"Southern Asia",Pakistan,FATA,"Mohmand Agency","Upper Momand","Gudi Tangai",34.664,71.119,2,"Tribal News Network",Subnational,"In a case of electoral violence, two rioting groups clashed after a political rally on June 19 in the Gudi Tangai area, Upper Momand tehsil, Mohmand Agency in KP. 1 person was killed and 3 injured.",1,1552576481,PAK
4629255,792,TUR6007,6007,"19 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Osmaniye,Osmaniye,,Osmaniye,37.0742,36.2478,1,TIHV,National,"A group of rioters attacked the election office of the HDP in Osmaniye city, causing material damage on Tuesday, 19 June 2018.",0,1552576481,TUR
4629105,275,PSE2144,2144,"19 June 2018",2018,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,"Al Mazraah ash Sharqiya",32.0002,35.2815,2,"Palestine News & Information Agency (WAFA)",National,"On June 19, a Palestinian was shot and injured by Israeli forces during clashes in the village of al-Mazra'aal-Gharbiyeh, near Ramallah.",0,1552576481,PSE
4629106,275,PSE2145,2145,"19 June 2018",2018,1,Riots,"Mob violence","Military Forces of Israel (2009-)",,8,"Rioters (Palestine)",,5,58,"Middle East",Palestine,"West Bank",Ramallah,,"Bir Zayt",31.9696,35.1941,1,"Palestine News & Information Agency (WAFA)",National,"Clashes broke out at the enterance of Birzeit university betweem Israeli forces and Palestinians on June 19. No injuries were reported.",0,1552576481,PSE
5081212,300,GRC164,164,"19 June 2018",2018,1,Riots,"Mob violence","Rioters (Greece)","Anarchist Group (Greece)",5,"Police Forces of Greece (2015-) Units for the Reinstatement of Order",,1,15,Europe,Greece,Attica,Athens,"Central Athens","Athens-Central Athens",37.9685,23.7585,1,Ekathimerini,National,"On June 19 2018, anarchists clashed with police in central Athens near Exarchia. No arrests were reported.",0,1553853271,GRC
5106258,792,TUR1913,1913,"19 June 2018",2018,2,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Sanliurfa,Suruc,,Suruc,36.976,38.425,2,"Demokrat Haber",National,"As reported on Tuesday, 19 June 2018, a group of people attacked the HDP's campaign booth and burned down the party flags in Suruc district of Sanliurfa province.",0,1554160177,TUR
4629332,356,IND32223,32223,"18 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Military Forces of India (2014-)","Police Forces of India (2014-)",1,15,"Southern Asia",India,"Jammu and Kashmir",Anantnag,Bijbehara,Waghama,33.8278,75.0888,1,"Hindustan Times",National,"On 18 Jun, Indian military and police clashed with local rioters in Waghama village (Anantnag, J&K) during a cordon and search operation in the village.",0,1552576481,IND
4629333,356,IND32224,32224,"18 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Military Forces of India (2014-)","Police Forces of India (2014-)",1,15,"Southern Asia",India,"Jammu and Kashmir",Pulwama,Pampore,Samboora,33.9629,74.9272,1,"Hindustan Times",National,"On 18 Jun, Indian military and police clashed with local rioters in Samboora village (Pulwama, J&K) during a cordon and search operation in the village.",0,1552576481,IND
4629334,356,IND32230,32230,"18 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Military Forces of India (2014-) Rashtriya Rifles",,1,15,"Southern Asia",India,"Jammu and Kashmir",Kulgam,Kulgam,Akharan,33.6794,75.1114,2,"Kashmir Times (India)",Subnational,"On 18 Jun, one rioter was killed and another injured when the Rashtriya Rifles fired on rioters throwing stones in the Akhran-Nowpora in Kulgam district (J&K).",1,1552576481,IND
4629347,356,IND32291,32291,"18 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","INC: Indian National Congress; Gurusar Communal Group (India)",5,"Rioters (India)","INC: Indian National Congress; Gurusar Communal Group (India)",5,55,"Southern Asia",India,Punjab,Muktsar,Gidderbaha,Gurusar,30.2732,74.5919,1,"The Tribune",Subnational,"On June 18, two groups of farmers affiliated with Congress clashed with each other at Gurusar village (Muktsar, Punjab). One faction alleged the other group opened fire in the air but this is unconfirmed. The clash was over the installation of a water pipeline to get canal water supply by one group.",0,1552576481,IND
4629354,356,IND32303,32303,"18 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Madhya Pradesh",Balaghat,Balaghat,Balaghat,21.8156,80.1884,2,"The Times of India (TOI)",National,"On June 18, a mob of people attacked a police station and tried to take two men who were attacked the day before based on suspicions of the men being organ thieves in Balaghat district (Balaghat, MP). Locals clashed with the police.",0,1552576481,IND
4629382,706,SOM26043,26043,"18 June 2018",2018,1,Riots,"Mob violence","Rioters (Somalia)",,5,"Police Forces of Somaliland (1991-)","Government of Somaliland (1991-)",1,15,"Eastern Africa",Somalia,Awdal,Borama,,Borama,9.9387,43.1839,1,"Local Source Project",Other,"18 June. Borama local government official and Police were stoned by Tuur-qaylo residents as they prepared a waste dump in their neighbourhood (Borama town). Police seriously wounded one person and arrested many others.",0,1552576481,SOM
