data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5129412,356,IND50434,50434,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Dalit Caste Group (India),6,,,0,60,Southern Asia,India,Uttar Pradesh,Azamgarh,Azamgarh,Jahanaganj,25.9592,83.2714,1,Times of India,National,"On 12 April, locals blocked the road in Loniadih village in Jahanganj block (Azamgarh, Uttar Pradesh) to demonstrate against the vandalism of a statue of Ambedkar (former Dalit leader). [size=no report]",0,1555409436,IND
5129424,356,IND50450,50450,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,Southern Asia,India,Karnataka,Kodagu,Madikeri,Madikeri,12.4242,75.738,1,Deccan Herald,Subnational,"On 12 Apr, in Madikeri (Kodagu, Karnataka), farmers, including the Karnataka Rajya Raitha Sangha and Hasiru Sene district unit, staged a vehicle rally from Kutta to the deputy commissioner's office demanding the government to address issues such as loan waivers, smuggling of poor-quality peppers, among others. [size=no report]",0,1555409436,IND
5129353,356,IND50084,50084,7-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),AIMC: All India Mahila Congress,6,,,0,60,Southern Asia,India,Odisha,Nabarangpur,Nabarangpur,Nabarangpur,19.228,82.5471,2,Orissa TV,Subnational,"On 7 April, the Mahila Congress held a protest rally in Nabarangpur district (Odisha) against the BJD who are accusing Congressman Pradeep Majhi of sexual misconduct. [size=no report]",0,1555409436,IND
5129359,356,IND50080,50080,7-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),BJD: Biju Janata Dal,5,Civilians (India),BJD: Biju Janata Dal,7,57,Southern Asia,India,Odisha,Boudh,Kantamal,Ratakhandi,20.5003,83.5524,1,Orissa TV,National,"On 7 April, a group of BJD workers damaged the vehicle of Kantamal BJD MLA candidate Mahidhar Rana in Ratakhandi village under Ghikundi panchayat in Boudh district (Odisha). [size=no report]",0,1555409436,IND
5123559,356,IND49223,49223,6-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),BJD: Biju Janata Dal,5,Rioters (India),BJD: Biju Janata Dal,5,55,Southern Asia,India,Odisha,Jagatsinghapur,Jagatsinghapur,Jagatsinghapur,20.2557,86.1711,1,Orissa TV,Subnational,"On 6 April, volunteers of Jagatsinghpur BJD leader Amarendra Das scuffled with BJD candidate Prasant Muduli in Jagatsinghpur town (Odisha), while the latter was conducting a roadshow. [size=no report]",0,1554814195,IND
5123456,356,IND49109,49109,3-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,Southern Asia,India,Odisha,Khordha,Bhubaneswar,Bhubaneswar,20.2724,85.8338,1,Orissa TV,Subnational,"On 3 April, BJP leaders staged dharna in front of Naveen Niwas, the Chief Minister's residence in Bhubaneshwar city (Odisha), demanding State government to accept the resignation letter of saffron party's Saraskana Assembly candidate Budhan Murmu. [size=no report]",0,1554814195,IND
5123412,356,IND49060,49060,2-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Odisha,Cuttack,Cuttack,Cuttack,20.4636,85.8826,1,Orissa TV,Subnational,"On 2 April, students of Ravenshaw University in Cuttack city (Odisha) staged a demonstration in front of the Vice Chancellor's office and gheraoed him protesting inaction over thrashing of an under graduate (UG) girl student by another senior in Kathajodi girls hostel. [size=no report]",0,1554814195,IND
5129520,356,IND50329,50329,11-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),TDP: Telugu Desam Party,5,Civilians (India),"YSRCP: Yuvajana, Sramika, Rythu Congress Party",7,57,Southern Asia,India,Andhra Pradesh,Vizianagaram,Jiyyammavalasa,Chinna Kudama,18.7772,83.5359,1,Times of India,National,"On 11 Apr, in Chinna Kudama village in Jiyyammavalasa (Vizianagaram, AP), TDP workers and a YSRCP candidate prevented each other from entering a poll booth during the AP general elections. A TDP member assaulted the rival candidate and detained her but the locals was able to rescue her and bring her to a hospital. [size=no report]",0,1555409436,IND
5123350,356,IND48985,48985,1-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),INC: Indian National Congress,6,,,0,60,Southern Asia,India,Karnataka,Dakshina Kannada,Mangaluru,Mangaluru,12.9172,74.856,1,Deccan Herald,Subnational,"On 1 Apr, at Kadri in Mangaluru city (Dakshina Kannada, Karnataka), Congress members staged a protest at the Vijaya Bank Mallikatte branch against the merger of Vijaya Bank with Bank of Baroda. [size=no report]",0,1554814195,IND
5129486,356,IND50352,50352,11-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Telangana,Vikarabad,Tandur,Tandur,17.2583,77.5873,2,Hans India,Subnational,"On 11 Apr, in Tandur tehsil (Vikarabad, Telangana), polling staff staged a protest against a Sub-Inspector who vented his anger on a journalist who questioned him during the Telangana general elections. [size=no report]",0,1555409436,IND
5129522,356,IND50297,50297,11-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),TDP: Telugu Desam Party,5,Civilians (India),"YSRCP: Yuvajana, Sramika, Rythu Congress Party",7,57,Southern Asia,India,Andhra Pradesh,Kadapa,Mydukur,Jandravaram,14.7199,78.8587,1,Hans India,Subnational,"On 11 Apr, in Jandravaram village in Mydukur tehsil (Kadapa, AP), TDP functionaries assaulted a YSRCP booth agent and destroyed his lemon garden during the AP general elections. [size=no report]",0,1555409436,IND
5129527,356,IND50274,50274,11-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),TDP: Telugu Desam Party,5,Police Forces of India (2014-),"Civilians (India); YSRCP: Yuvajana, Sramika, Rythu Congress Party",1,15,Southern Asia,India,Andhra Pradesh,Chittoor,Ramachandrapuram,Ravilavaripalli,13.5501,79.4488,1,Hans India,Subnational,"On 11 Apr, in Ravilavaripalli in Ramachandrapuram (Chittoor, AP), police officers forcibly dispersed TDP activists who allegedly tried to attack and hurl stones at a YSRCP candidate (Chevireddy Bhaskar Reddy) who came to observe the voting during the AP general elections in the village. [size=no report]",0,1555409436,IND
5129533,356,IND50278,50278,11-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),TDP: Telugu Desam Party,5,Rioters (India),"YSRCP: Yuvajana, Sramika, Rythu Congress Party",5,55,Southern Asia,India,Andhra Pradesh,Guntur,Dachepalle,Tangeda,16.6674,79.8171,1,Hans India,Subnational,"On 11 Apr, in Guntur district (AP), YSRCP activists clashed with TDP workers who attempted to rig a polling booth. YSRCP activists were severely beaten by TDP activists. [size=no report]",0,1555409436,IND
5129534,356,IND50279,50279,11-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),TDP: Telugu Desam Party,5,Rioters (India),"YSRCP: Yuvajana, Sramika, Rythu Congress Party",5,55,Southern Asia,India,Andhra Pradesh,Guntur,Durgi,Durgi,16.4259,79.5404,2,Hans India,Subnational,"On 11 Apr, in Durgi tehsil (Guntur, AP), during the AP general elections, TDP and YSRCP workers pelted stones at each other, injuring YSRCP activists. Police warned the clashing groups. [size=no report]",0,1555409436,IND
5129558,356,IND50295,50295,11-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),TDP: Telugu Desam Party,5,Rioters (India),"YSRCP: Yuvajana, Sramika, Rythu Congress Party",5,55,Southern Asia,India,Andhra Pradesh,Kadapa,Simhadripuram,Simhadripuram,14.6299,78.128,1,Hans India,Subnational,"On 11 Apr, in Simhadripuram village (Kadapa, AP), TDP and YSRCP workers clashed after an argument as both the parties tried to lure the voters with money and other valuables during the AP general elections. At least one person was injured. [size=no report]",0,1555409436,IND
5129701,356,IND50376,50376,11-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),,5,Police Forces of India (2014-),,1,15,Southern Asia,India,Jammu and Kashmir,Kupwara,Handwara,Langate,34.3763,74.3074,1,Daily Excelsior,Subnational,"On 11 Apr, in Langate town a poll staff and two policemen were injured when rioters pelted stones at their vehicle in Langate town (Kupwara, J&K) as it returned from a polling station during elections in the area. [size=no report]",0,1555409436,IND
5129706,356,IND50377,50377,11-Apr-19,2019,1,Protest/Riot,Protest with intervention,Protesters (India),,6,Police Forces of India (2014-),,1,16,Southern Asia,India,Jammu and Kashmir,Kishtwar,Kishtwar,Kishtwar,33.3135,75.7673,1,Daily Excelsior,Subnational,"On 11 Apr, police intervened as youths attempted to carry out protests in Kishtwar town (J&K) during a curfew in response the earlier killing of a RSS worker and his PSO. [size=no report]",0,1555409436,IND
5129691,356,IND50218,50218,10-Apr-19,2019,1,Protest/Riot,Protest with intervention,Protesters (India),,6,Military Forces of India (2014-),,1,16,Southern Asia,India,Jammu and Kashmir,Leh,Leh,Spangmik,33.9082,78.4597,2,Daily Excelsior,Subnational,"On 10 Apr, locals of Spangmik village (Leh, J&K) staged a protest march from their village towards the Chinese border to protest against the demolition of tourist camps by the district administration. The military intercepted them at the border. [size=twelve households]",0,1555409436,IND
5129780,356,IND50220,50220,10-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Jammu and Kashmir,Samba,Samba,Ramgarh,32.507,74.9626,1,Daily Excelsior,Subnational,"On 10 Apr, locals of Bagrota village staged a protest at Ramgarh town (Samba, J&K) against the shifting of a polling station from their village to Pakhri village. [size=large number]",0,1555409436,IND
5129358,356,IND50177,50177,9-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Bajrang Dal; VHP: Vishwa Hindu Parishad,6,,,0,60,Southern Asia,India,Jammu and Kashmir,Poonch,Haveli,Poonch,33.7703,74.0925,1,Daily Excelsior,Subnational,"On 9 Apr, Bajrang Dal and VHP activists staged a protest and torched effigies at Poonch district town (J&K) in response to the earlier killing of a RSS worker and his PSO in Kishtwar town. [size=no report]",0,1555409436,IND
5123541,356,IND49199,49199,5-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Jammu and Kashmir,Poonch,Mendhar,Bhati Dar,33.6083,74.1563,2,Daily Excelsior,Subnational,"On 5 Apr, locals staged a protest in the Bhati Dar area of Mendhar tehsil (Poonch, J&K) against PWD authorities following a motorcyclist's death in a collision with a road roller. [size=no report]",0,1554814195,IND
5123460,356,IND49113,49113,3-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Kathua,Kathua,Kathua,32.3867,75.5174,1,Daily Excelsior,National,"On 3 Apr, the All J&K PHE ITI Trained and CP Workers and Land Donors and Imprest Wagers Association staged a protest in Kathua district town (J&K), demanding regularisation and the release of unpaid wages. [size=large number]",0,1554814195,IND
5123413,356,IND49063,49063,2-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),DF: Dogra Front; Shiv Sena,6,,,0,60,Southern Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 2 Apr, DF and Shiv Sena activists staged a protest in Jammu city (J&K) against alleged anti-India sloganeering by a Kashmir-based political party. [size=no report]",0,1554814195,IND
5129427,356,IND50449,50449,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,Southern Asia,India,Karnataka,Kodagu,Virajpet,Kutta,11.9714,76.0481,1,Deccan Herald,Subnational,"On 12 Apr, in Madikeri (Kodagu, Karnataka), farmers staged a protest at the Kutta bus shelter and formed a human chain demanding the government to address issues such as loan waivers, smuggling of poor-quality peppers, among others. [size=no report]",0,1555409436,IND
5129435,356,IND50458,50458,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Health Workers (India),6,,,0,60,Southern Asia,India,Tripura,West Tripura,Agartala,Agartala,23.833,91.2864,1,Telegraph (India),National,"On April 12, doctors held a silent march in Agartala city (West Tripura, Tripura), in protest after a resident surgeon at IGM Hospital was dragged by a group of people and severely assaulted, on April 11. The attack came after a pregnant woman died during labour at the hospital. [size=no report]",0,1555409436,IND
5129468,356,IND50444,50444,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Rajasthan,Jaipur,Jaipur,Jaipur,26.9142,75.7872,1,Times of India,National,"On 12 April, public works department contractors launched a protest in Jaipur city (Rajasthan) for non-payment of dues for the works they had done in the past few months. [size=no report]",0,1555409436,IND
5129476,356,IND50431,50431,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Punjab,Ludhiana,Ludhiana,Ludhiana,30.912,75.8537,1,Chandigarh Tribune,Subnational,"On 12 April, members of the Punjab and UT Employees and Pensioners' Joint Sangarsh Committee demonstrated at Bharat Nagar Chowk Park in Ludhiana city (Punjab) to demand pending dearness allowance and the implementation of the Pay Commission. [size=no report]",0,1555409436,IND
5129477,356,IND50432,50432,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Punjab,Ludhiana,Ludhiana,Ludhiana,30.912,75.8537,1,Chandigarh Tribune,Subnational,"On 12 April, members of the BSNL Employees Union demonstrated in front of the Bharat Nagar Chowk in Ludhiana city (Punjab) to oppose the voluntary retirement scheme. [size=no report]",0,1555409436,IND
5129479,356,IND50440,50440,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Maharashtra,Mumbai City,Mumbai City,Mumbai,19.0728,72.8826,1,Indian Express,National,"On 12 April, Jet Airways' ground staff demonstrated a CSIA airport in Mumbai city (Maharashtra) over the non-payment of salaries. [size=around 500]",0,1555409436,IND
5129480,356,IND50421,50421,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Haryana,Panipat,Panipat,Panipat,29.3874,76.9682,1,Chandigarh Tribune,Subnational,"On 12 April, members of the Haryana State Anaj Mandi Arhtiyas' Association held a dharna at the grain market in Panipat city (Haryana) to oppose the e-trading and direct payment system. Demonstrators who have been on dharna for the past three days, also shouted slogans against the state government. [size=no report]",0,1555409436,IND
5129498,356,IND50416,50416,12-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),SAD: Shiromani Akali Dal,5,Civilians (India),Journalists (India),7,57,Southern Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Chandigarh Tribune,Subnational,"On 12 April, a SAD member and brother of the leader of SAD Delhi, assaulted a journalist in Chandigarh city (Chandigarh) after he was questioned about the Pakistan High Commissioner. [size=2]",0,1555409436,IND
5129507,356,IND50419,50419,12-Apr-19,2019,1,Protest/Riot,Violent demonstration,Rioters (India),Students (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Haryana,Karnal,Karnal,Karnal,29.6919,76.9844,1,Chandigarh Tribune,Subnational,"On 12 April, scores of ITI students threw stones at police, vandalised an ATM and a tent shop during a demonstration at ITI Chowk on National Highway-44 in Karnal city (Haryana) after a fellow student was run over and died the previous day. Police fired teargas, fired in the air and lathicharged rioters; 26 police personnel and 7 students were injured. [size=scores]",0,1555409436,IND
5129516,356,IND50424,50424,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,NCT of Delhi,New Delhi,,Delhi-New Delhi,28.6357,77.2244,1,Hindustan Times (India),National,"On 12 April, scores of students from various schools across the city demonstrated outside the Union ministry of environment forest and climate change in Delhi (NCT of Delhi) to oppose climate change. The demonstration is part of the 'Fridays for Future' movement to demonstrate against the inaction of governments to stem climate change. [size=scores]",0,1555409436,IND
5129592,356,IND50427,50427,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,1,Chandigarh Tribune,Subnational,"On 12 April, members of the Democratic Teachers' Front held a demonstration at Ambedkar Park in Bathinda city (Punjab) to demand action against a teacher who allegedly attacked the union president. [size=no report]",0,1555409436,IND
5129593,356,IND50430,50430,12-Apr-19,2019,2,Protest/Riot,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Ludhiana,Jagraon,Jagraon,30.7878,75.4739,1,Chandigarh Tribune,Subnational,"Between 6 April and 12 April, LR DAV College teachers held a dharna at the school in Jagraon town (Ludhiana, Punjab) to demand payment of salaries for the past five months. [size=no report]",0,1555409436,IND
5129626,356,IND50420,50420,12-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),Vigilante Group (India); Civilians (India); Hindu Group (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Haryana,Panchkula,Panchkula,Panchkula,30.6946,76.8504,1,Chandigarh Tribune,Subnational,"On 12 April, a policeman was beaten by a group of persons in Panchkula city (Haryana) after he allegedly tried to molest a female devotee at Mansa Devi temple. No injuries were reported. [size=no report]",0,1555409436,IND
5129653,356,IND50436,50436,12-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),,5,Civilians (India),Dalit Caste Group (India),7,57,Southern Asia,India,Uttar Pradesh,Azamgarh,Lalganj,Nawapura,26.1242,83.0967,1,Indian Express,National,"On 12 April, unidentified persons vandalised and broke a statue of Ambedkar (former Dalit leader) in Nawapura village (Azamgarh, Uttar Pradesh). [size=no report]",0,1555409436,IND
5129655,356,IND50452,50452,12-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),,5,Civilians (India),DMK: Dravida Munnetra Kazhagam,7,57,Southern Asia,India,Tamil Nadu,Chennai,Chennai,Chennai,13.0878,80.2784,1,DNA Daily News and Analysis,National,"On 12 Apr, in Chennai (Chennai, TN), unidentified rioters hurled a petrol bomb at a house of a local DMK functionary, damaging a car. No casualties were reported. The AMMK is accused of perpetrating the attack but this has not been confirmed. [size=no report]",0,1555409436,IND
5129723,356,IND50456,50456,12-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),,5,Police Forces of India (2014-) Central Reserve Police Force,,1,15,Southern Asia,India,Jammu and Kashmir,Srinagar,Srinagar North,Srinagar,34.0857,74.8056,1,Chandigarh Tribune,National,"On 12 Apr, a CRPF trooper was injured when unknown persons threw a petrol bomb at a CRPF bunker in the Gojwara area of Srinagar city (J&K). [size=no report]",0,1555409436,IND
5129745,356,IND50441,50441,12-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Odisha,Balasore,Bhograi,Bhograi,21.6558,87.3553,2,Orissa TV,National,"On 12 April, villagers held a protest at Janardhan High School in Barbatia village under Bhogarai block in Balasore (Odisha) against the headmaster and physical education teacher of the school for torturing and misbehaving with girl students. [size=no report]",0,1555409436,IND
5129377,356,IND50397,50397,11-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),BJP: Bharatiya Janata Party,5,Rioters (India),INC: Indian National Congress,5,55,Southern Asia,India,Manipur,Thoubal,Thoubal,Khangabok,24.6158,94.0064,1,Sangai Express; Imphal Free Press,Subnational,"On April 11, BJP supporters vandalised and destroyed properties of the Congress party office building in Khangabok village (Thoubal, Manipur), during the first day of the Parliamentary elections. There was a clash between INC and BJP workers, and one woman was seriously injured. [size=no report].",0,1555409436,IND
5129383,356,IND50393,50393,11-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),BJP: Bharatiya Janata Party,5,Rioters (India),,5,55,Southern Asia,India,Arunachal Pradesh,Kurung Kumey,Nyapin,Nyapin,27.8013,93.3333,2,Assam Tribune,National,"On April 11, one person died in poll-related violence at Nyapin area (Kurung Kumey, Arunachal Pradesh), during the first phase of the Parliamentary elections. The man was a supporter of BJP. [size=no report]",1,1555409436,IND
5129399,356,IND50386,50386,11-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),BJP: Bharatiya Janata Party; Private Security Forces (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,West Bengal,Cooch Behar,Cooch Behar,Cooch Behar,26.3354,89.4469,1,News 18 (India),National,"On April 11, a BJP candidate and his supporters held a dharna in front of the district magistrate's office in Cooch Behar city (Cooch Behar, West Bengal), demanding a re-poll in 500 booths where state police was deployed alleging rigging during the first day of the Parliamentary elections. His security guards clash with the police. [size=no report]",0,1555409436,IND
5129421,356,IND50262,50262,11-Apr-19,2019,1,Protest/Riot,Protest with intervention,Protesters (India),Farmers (India),6,Police Forces of India (2014-),,1,16,Southern Asia,India,Gujarat,Rajkot,Rajkot,Rajkot,22.2916,70.7932,1,Ahmedabad Mirror,Subnational,"On 11 April, about 300 farmers gathered at Bahumali Bhavan in Rajkot town (Gujarat) for a protest rally for crop insurance to proceed to the Collector's office. The farmers were stopped by the police, who detained 34 people, including 26 men and 8 women. [size=about 300]",0,1555409436,IND
5129433,356,IND50298,50298,11-Apr-19,2019,1,Violence against civilians,Attack,TDP: Telugu Desam Party,Government of India (2014-),3,Civilians (India),"YSRCP: Yuvajana, Sramika, Rythu Congress Party",7,37,Southern Asia,India,Andhra Pradesh,Kadapa,Yerraguntla,Yerraguntla,14.6423,78.534,2,New Indian Express,Subnational,"On 11 Apr, in Duvvuru Yerraguntla (Kadapa, AP), a TDP MP (C M Ramesh) assaulted a YSRCP activist at a polling station during the AP general elections in Potladurthi village. [size=no report]",0,1555409436,IND
5129458,356,IND50269,50269,11-Apr-19,2019,1,Protest/Riot,Mob violence,Rioters (India),JSP: Jana Sena Party; Government of India (2014-),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Andhra Pradesh,Anantapur,Guntakal,Guntakal,15.1711,77.3624,2,Free Press Journal (India),National,"On 11 Apr, in Guntakal tehsil (Anantapur, AP), during the AP general elections, a former MLA and contesting candidate of JSP (Madhusudan Gupta) smashed an Electronic Voting Machine (EVM) and shouted at polling personnel alleging that party symbols were not properly printed on the ballot unit. The rioter was arrested. [size=1]",0,1555409436,IND
5129463,356,IND50247,50247,11-Apr-19,2019,1,Protest/Riot,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,1,Chandigarh Tribune,Subnational,"On 11 April, members of the Punjab UT Mulazam and Pensioners' Sangharsh Committee demonstrated in front of the district administrative complex, and carried out a demonstration march in Bathinda city (Punjab) to press their demand for regular jobs and old pension scheme implementation. [size=no report]",0,1555409436,IND
